row_number,customer_loyalty_id,customer_last_name,customer_first_name,customer_phone_number,customer_postal_code
86,0f7f5d2e-4280-4973-a9f5-cc2cd421d661,Gallegos,David,16782019550,14625
87,41875687-b3a0-4ca3-88b9-107ab9e2dc96,Jones,Jennifer,15624629264,13072
88,29c2faeb-982a-456e-96c0-a4bfd071435a,Dixon,Frank,17080862591,44104
89,2054d4a3-3b6d-4f49-9ad6-ecd01395a00b,Miller,Greg,14487278209,14530
90,2e86f145-3869-4d87-856c-57875336938c,Thompson,William,13782527808,61488
91,a7d3ba2d-8581-4fa8-ad9f-c36ccfb7f52d,Miller,Zachary,11169597568,62825
92,78cf43f3-f011-47ec-bf94-29999cdbd4d7,Cox,Maureen,12205930604,80603
93,6a295ac4-9de0-4628-9326-0f77eefd1659,Robles,Rhonda,16075994497,14472
94,3b509243-8181-49d2-9250-2d0ccb8461c3,Gutierrez,Anthony,15110502690,12572
95,8383619b-3bdb-48df-86e0-b47c5979f229,Morris,Krystal,18640811551,13428
96,78079efc-e49c-4037-abea-abb0308b295e,Ruiz,Antonio,12822223950,12531
97,5df12d06-bb99-4df9-93bf-f627c9b36881,Webb,Pamela,15235326759,32455
98,d581e5a3-f4e8-4826-b4e5-e22f0f1796cc,Taylor,Annette,12906220058,44453
99,4f955eb4-4f2a-4ec9-ab9c-5e507778a689,Smith,Brandon,19922606695,79235
100,a79c13e0-73e9-41b1-ac5e-4ed4a5fb83f9,Dawson,Sandra,16126951663,62642
101,c156afed-2a1a-4752-b30e-4fd66eba36d1,Ruiz,Jeffrey,11448580997,75862
102,bc938f61-4a2b-4ed7-b101-b34357060b4d,Mcdowell,Joshua,18026066617,62905
103,7da0c8b9-94cc-4568-aafc-6d44a0026782,Munoz,Evan,18155257803,10933
104,430ecc3b-25ca-412a-b2c3-824cbb15071b,Wiley,Jonathan,10486064635,79543
105,68b6c205-1a23-49fa-a960-d1df67800f0a,Anderson,Daniel,19671168822,77459
106,f3970868-3c90-46d8-a20f-2390b8a7c8f2,Hernandez,Frank,18275945164,33929
107,bcfec33d-0719-4c6a-b619-b4c6ae5fa8b0,Nolan,Matthew,14365678466,11499
108,4d5134d1-2f06-4d63-8263-eec292d23312,Hess,Frances,12099813998,33635
109,d5fe0da4-50b9-4d2b-a7b2-124ea8ef1dd0,Rodriguez,Haley,10015751759,43913
110,37cb3497-7618-4714-9354-68713e894f1b,Horton,Elizabeth,18202869376,78041
111,b66155ef-4cbf-4f68-ba34-10f986b42bad,Baker,Briana,16196538707,32266
112,766aaadc-cc74-4a3c-8ce6-5ef3a26d4665,Harvey,Joseph,12385249271,14901
113,e93486f6-eb6e-4dcf-925f-1195070a4bdd,Rivers,Timothy,16814731425,80103
114,5fa7bb53-d703-44d7-90ab-8b51f348afe7,Cain,Dillon,12983006897,62842
115,d9e25212-d4f2-4369-a85b-b94a1776b652,Klein,Daniel,10337443075,75254
116,4f7ad782-f5f6-403e-b7c6-3588952b727a,Arroyo,William,13562343754,12945
117,a7fabe96-a2cb-48e7-b004-89ea784688ab,Cruz,David,13556456417,32456
118,e22cd5a7-c542-47c0-a422-e1f3868ad009,Berger,David,15325731667,13352
119,ae7408ac-411e-452c-807f-850d703c6bcb,Palmer,Tina,19368473580,35951
120,33c44abb-b522-4163-8a0e-352dff24cd18,Davis,Logan,16090614352,60152
121,5e9c40c4-7189-4919-97b8-07762440f4a4,Wilson,Laura,10680219931,77048
122,b103d647-4ca5-451f-b87f-7bab4a832756,Figueroa,James,18961823366,75431
123,2115c4c9-6cbe-4fca-8af6-1e913cc00ffc,Wells,Aaron,16094095557,36049
124,b7dfa7c9-c593-4ef7-9124-d90bd78901a3,Davidson,Caitlin,14114029263,45656
125,7690b1d8-6f6f-42d8-ae62-30e85e25055f,Berry,Donna,16881817187,45623
126,7341c94d-ab5c-4974-b41c-062cf1da0647,Harrison,Spencer,19853735760,36024
127,97c36b3b-8c96-4e61-bb4f-57ab5ac2e8de,Griffin,Pamela,16736347723,61112
128,fb13695f-1e57-447f-b970-23f48ea3494f,Alexander,Michael,13481025059,60029
129,32ad9ccc-601f-45a6-bfaf-47ca2008fd7f,Trujillo,Katie,17326058352,34637
130,9d5a946d-d4bc-426c-b2c9-da3c468583e9,Stone,Amy,19793970379,60439
131,d691a8b9-ef7a-4ab1-9297-daca6d0cb381,Bridges,Angela,10002379318,36253
132,1e50503a-5e78-4555-93d3-9a7d0fcbfa20,Coleman,Debbie,15857675712,78938
133,b933102f-bdfd-4c0f-95b8-42baa1d289a2,Robinson,Daniel,16783500631,43028
134,76b7e7ab-0134-4f94-a2e4-5677171cd649,Nash,Brenda,17468811970,13775
135,e47400f9-36e4-474e-a442-77feeff215f9,Harris,Christina,13909852741,43610
136,39d6adaa-01bc-4001-a570-eb4d49528f47,Watkins,Joshua,16685394102,13754
137,7961968c-c9f8-4bc6-8b99-129f2c18ae7f,Stewart,Breanna,15601692201,62462
138,4aefd4c5-e273-47fa-aeeb-0feb7c28c166,Thornton,John,15459388058,79402
139,0c4795ee-75eb-4f9e-b73f-1b8826a15029,Tran,Evan,15198614918,77430
140,43e0cce2-3e42-49c3-9393-9809d329029a,Jones,Yolanda,17083518323,11436
141,db3ca581-a59b-4044-a71b-6376bd7072ee,Ross,Chelsea,15833752480,12450
142,dbb767d1-ef88-4dc7-a7c0-39046444ec72,Miller,Lori,10412438857,63703
143,5de746d2-23fa-4b26-82a8-ae7e5f9571af,Davis,Wesley,12436400041,77619
144,7c54fc75-a47c-4c5f-94e1-e3fed5fa79a3,Pitts,Donna,12490664934,63966
145,07d11c73-9b4c-4225-885b-62da910d9aa1,Tapia,Renee,17716528037,79408
146,cdf18b2b-d3a6-4f4c-8cd0-645d2bcb6a11,Reyes,John,10586183744,35091
147,bd50a55d-4742-4b83-bc7c-8abd95c8f86e,Powell,Thomas,12853323422,44076
148,92379d33-a068-4ba0-abb3-0b3a46925bcc,Arnold,John,12362382923,29218
149,a50448b4-f787-4d5a-b211-5bcc2e8566fc,Warren,Kim,10626863688,43755
150,639c17e3-0c72-47c6-9bdb-0f2ecc01c37f,Snyder,David,18010367465,44888
151,57197068-5f83-4545-adb8-7b782c960017,Stanley,Jonathan,12933008173,80537
152,3174d3cd-da3c-40b7-96de-ea99f9162eda,Hayes,Kimberly,19255548420,81239
153,bf696cc7-47e6-4796-b202-25e5f6cb2f08,Mendoza,Jessica,19657472745,77660
154,644b45e9-650a-45b4-8466-0021529cbb90,Bailey,Dana,14933634828,77443
155,dcdb286e-dce5-4c89-abdb-feb3d66e7bc9,Taylor,Carla,16478034710,76564
156,49285447-0ea3-4df0-99e3-0c5304ab0f58,Harris,Dakota,19259400092,79533
157,199a4e94-bc7e-4d33-9d99-4934f4d3fb95,Guerra,Lance,16755196102,43532
158,e9be1bbd-19ae-4360-9a09-079e85ca1f3f,Smith,Amanda,15227299869,33199
159,8b168093-a508-407e-96b1-5fe3ae301949,Burton,Renee,10069028164,60915
160,33311a72-1547-4961-8674-78123e619fbb,Rivera,Sabrina,12547795417,77521
161,413f2c9c-eeaf-4c9e-9170-1ac1510f49af,Brock,Erik,18486976296,75790
162,058f1c4b-7fbe-479f-9e0c-932bb60c1108,Miranda,Gina,14164415881,76433
163,b88df608-1d97-4cbc-9794-c4eeb8f0cc0e,Smith,Cathy,10521693036,65726
164,091fa45d-62fa-4533-9fc2-a2ca35a8db2a,Melendez,Rachel,19628466807,14827
165,6602f38b-51f4-4597-978d-088936a2f80a,Johns,Dustin,13921974443,61453
166,fa972560-0f76-4cef-8f02-6f370e7a9544,Powell,Albert,14228215052,33068
167,7ccbf551-da7e-4502-ad43-7b191501f71e,Rivera,Karen,15347577881,77315
168,7a29d454-7d73-483d-b618-c90c049cf73e,Miller,Samuel,18132685212,63833
169,c1166789-397b-48e4-8c61-0a2a242d6286,Moore,Patrick,11184945769,77664
170,587f8f67-e282-4753-9f22-fc4e9ecd7990,Briggs,Julie,13806558039,76205
171,07326e55-8820-4c75-9a7e-9a782bf59a7c,Jones,Daniel,18109505254,61478
172,9a3a571a-3078-4d6f-8f65-97299b970b9f,Tucker,Katelyn,10782649730,75360
173,ef5b667b-f24f-418f-939e-2b18ac75abdc,Mann,Yolanda,15956928663,33614
174,b5c697f9-d444-4553-ba0d-894c4a28e8f3,Richardson,Kenneth,14389573959,13787
175,4bc892df-f1c6-412d-8ffc-ba4922bbddd2,Schultz,Marc,14828917732,78607
176,105a8dbd-e318-4fdc-bac2-342b4e296d81,Burke,Catherine,13464835650,81027
177,9542576d-2df0-4707-bfa2-39de4ae1583d,Williams,Sue,11484765601,43523
178,9fa17acc-8fb4-46bc-98c2-c9d8b1da121b,Stafford,Matthew,14987486753,36575
179,c59b5768-66d9-477c-aa15-6d68441a2420,Shah,Christopher,11809859193,62553
180,82a5c0bc-5576-46f9-bc3d-7db3d1cf6ee1,Smith,Kristina,12998344229,32158
181,068fe63d-3ac8-4b1d-94cc-d8f6cf8185f6,Bean,Derrick,14742943126,44619
182,585ae186-7664-4f6d-a1d8-621d0b33a57c,Dickson,Hunter,10587241949,78339
183,6b9f9a71-70d3-4b5f-9b01-ed609b79d287,Doyle,Adam,13906227808,64745
184,1ff01ffd-f197-493e-8a2b-0f85ac732dd6,Flores,Jeffrey,17573431574,65673
185,9a159fc2-25f6-4568-9170-6699d347fb53,Gomez,Brianna,11261918272,29601
186,b838de81-e5d5-4653-a383-8d64b9a8914e,Henderson,Paula,13214756805,80927
187,1656b169-ab41-47ea-86ca-6529918933f1,Whitaker,Peter,19204978963,35601
188,ab8a4566-9d6e-4477-87b0-fecfbe0b01a0,Harrison,Peter,11861872033,12023
189,1d6e18a8-2113-48a0-85ff-bd7d9b3313ab,Allen,Carmen,13713182938,64640
190,8275b9f3-1623-43b8-b2f3-c7d7128df5eb,Ray,Danielle,10553037383,12924
191,f4281d01-2e2c-4b24-a745-d5f26813ff4b,Petersen,Douglas,14465419175,43983
192,c1cb0c6b-22eb-4a15-9665-76710970df1a,Salazar,Destiny,12630742852,62539
193,e760c2d0-2a0d-401f-b3e0-6dff7eb78a11,Wilson,Marc,18666027142,12814
194,8c105e64-6e97-44dd-aad9-f202fc3d635b,Rose,Maria,19643122786,43728
195,63792dc8-8962-433d-aeb1-884e387d403c,Giles,Mary,11173800917,14482
196,2a8d55a4-20a0-47e3-9cf9-ef0c1fdd65f3,Underwood,Jillian,13198273032,36266
197,93504b15-1e57-4092-864d-81bec49329e6,Mann,Emily,12992114149,45429
198,0b6ab923-0c50-458c-a04b-4cbaa4f1ae56,Mcdonald,Kimberly,16012705546,36276
199,2f92640a-aa6d-4be1-a6d6-f8278b75aa6c,Myers,Andrew,12383750469,44023
200,b7be8719-d7cc-4c06-8bf6-d5bd0cc7df37,Stone,Tiffany,16341743441,29568
201,54c2f33c-ff98-4537-bd8e-a17e8942faf5,Richardson,Shannon,19679983204,78233
202,ce585b6f-9a9f-4c6c-8d21-71cd50d7b91a,Rodriguez,Paul,14862974203,64197
203,8c568e03-14ad-4973-bba1-46fffd8e1961,Morgan,Jeanette,10645935621,62912
204,eb5e4ba1-74e3-43f4-9013-20a68153a09c,Wright,Kathleen,16659118721,35895
205,6416e346-698c-4251-8c25-4585f5053c7b,Smith,Linda,16160492448,11424
206,097df1c8-9bca-4004-aeb6-cff30894909e,Martinez,Elizabeth,15733597482,61474
207,db2e9331-c037-4681-a06e-c49ee9735060,Pineda,Richard,10153481841,75117
208,f52acfa1-c82c-4d44-8ec1-4ab2337c0502,Garcia,Christina,17227427908,80919
209,51720aaf-c319-496d-91af-e557605a83b9,Gray,Susan,14163463798,44080
210,3ad9afcd-1507-4e4b-88cb-8d5e4ec8bdfc,Castro,Micheal,14585774542,33980
211,7aef7783-f30c-4f06-857e-384405b60b60,Lopez,Jeffrey,17943017823,12848
212,10b3ef9e-7e8f-48c9-a2ae-0b189993340e,Velasquez,Stephanie,10767750393,77487
213,4734d99c-eb05-4ee1-b2e0-e3d54380e1f8,Jones,Victoria,14316087503,75450
214,eecee997-4db9-4719-a897-a93fcf18660f,Jensen,Marie,10156663476,13215
215,ed050506-c8b3-4107-b4f4-61c0cc28ff0d,Spencer,Courtney,16699478546,76957
216,2e41a9a8-d523-470f-ac7f-15b32ab7644b,Meyers,Brenda,17413536095,64197
217,88c4cf15-9d67-4ee0-b908-830633b31b31,Moore,Lydia,10320866246,13158
218,ae3314e8-98a0-4c08-8de4-4a46bbeced02,Alexander,Susan,12721174446,64676
219,9ec00839-ed08-4b36-96f4-beca5bf0ab6f,Johnson,Lori,17483616001,43524
220,5d8bc7fb-98d4-4474-b7cc-d28d94497941,Wood,Kenneth,10090292719,80654
221,6060bba8-1922-4bc8-a91b-6f8cd6497c90,Taylor,Stacey,12111913176,65001
222,8ef02017-720c-498e-baaf-2dfba3fdcfe4,Miller,Thomas,11256821808,45056
223,e7d9c1e6-2d06-4f07-938c-6977397f3e26,Wright,Jessica,19864391296,32814
224,b0dffef8-7809-410f-b710-1931a00176b4,Horn,Tammy,10002432217,10126
225,dbf11348-5740-4798-83eb-469a9560bec6,Navarro,Elizabeth,12553187245,65046
226,30006795-823b-43d8-8e9e-38dd92091162,Lopez,Darrell,16850536068,61849
227,3b8d6dd7-132d-4457-acc2-277888d24021,Nelson,Lauren,15604324581,60109
228,220ccbee-70ff-479f-b49e-2d79b6f877cf,Jackson,James,19916404009,33359
229,c9df808c-b9d7-4435-85c7-3e37d8b5016f,Moore,George,10837879955,29609
230,db4c39e2-5614-4fcf-8152-e37a6a8f4146,Diaz,Kelsey,16527369039,43762
231,a2461689-37b8-4efa-91ba-013631f12a10,Goodman,Robert,17341290421,63964
232,61d0c3fc-28ce-49a7-acca-d6ee69254fb7,Ferrell,John,18677149544,75034
233,7c50e972-e539-4f75-9a2e-0d107de2ce62,Griffith,Nicholas,16460068140,65105
234,222f8e67-db58-4358-95d3-bfe73b7d8031,Johnson,Erika,18787929095,29567
235,73940d89-deb0-4758-98ef-8e8f593c620e,Clark,Russell,11297275727,32816
236,5780b162-a90b-4049-b898-d2952d9b8f88,Patton,Megan,15846891428,34108
237,b48b2c62-403d-472d-85e6-217bff89d1ee,Taylor,Caleb,11980279294,13137
238,e535c38b-71a8-40c0-bf54-fbeb2f09ce8d,Miller,Michael,17505119144,76934
239,9d4f62c7-e2cc-462b-8dec-5fbc785f2ff0,Davies,Michael,11647676263,63730
240,2e7d4c34-ac47-495e-9466-00813888a037,Gill,Courtney,14127554753,14571
241,797891e3-c60d-407b-8bb3-70304ffd1970,Martin,Theresa,12189975215,45657
242,cfc813e7-80a1-41bf-8ef0-3587c731fdc7,Martin,Savannah,14503422827,13904
243,f399e73c-8f7e-4a5c-aaac-cf84321b5e74,Benjamin,Christopher,16772201216,76305
244,b355813f-831d-4f72-8408-4d42562c3e34,Lawson,Clifford,19913462874,11451
245,3eeb1de9-6349-4569-8650-c9af73bf1f8e,Gallagher,Courtney,11385715864,62927
246,a3e4cdb2-1805-4c03-9b19-ea53b131cf80,Ellis,Brian,13127615315,44139
247,4eb6dca4-2802-4d0e-805a-50aad8e75553,Anderson,Joel,15759784409,76233
248,d288b0c7-040d-49dd-816e-2d8d1cca429a,Cohen,Sabrina,11472107888,77632
249,6bb8b6a7-9577-485d-bfc4-45a0b47945f4,Salazar,Amy,13572807201,45686
250,62a533f6-6bc0-456a-b021-f353603edde6,Hoffman,Andrew,11054310325,79102
251,6d695221-8bcc-4965-8172-8b4b283b54b5,Moses,Valerie,10939070623,11937
252,b4abaaeb-d742-4b38-91f8-49c9eaf5b22a,Brown,Daisy,16754847856,43746
253,8682b298-cd41-4e28-88f5-efa1311efdfe,Lambert,Sarah,16622732931,44224
254,dafd8819-1bf8-40d0-b829-149ab59dea42,Booth,Joseph,17362108011,43612
255,62bdc5cf-1de2-438b-b406-35dedad24192,Ware,Brittany,19355116725,60139
256,93ddf9fc-121e-4d09-8584-34fa47d7e25f,Berry,Alexa,17941261322,81638
257,b1f27570-eee7-4e27-8e68-08e6a0ae674a,Middleton,Joseph,11160035635,35491
258,8273b0f0-7a32-4583-8c5d-8a37290787dd,Howe,Bridget,13605521847,14304
259,40fdee27-e2a8-41a3-bd7f-aea31b7d952c,Smith,Lisa,15716474060,36350
260,409f7f20-99a7-4661-b7b4-488c27e01fb3,Lamb,Stanley,12454927709,78655
261,4ee6b65e-1a08-4a35-816b-6a81194fe810,Nguyen,Eric,14292168782,65604
262,955d03c6-b9d6-4aae-acb4-8a36f781e1da,Solomon,Lori,11131373065,33174
263,04acca25-4c5b-4442-8148-a7f25643420a,Baker,Brittany,17637089653,13323
264,4a1ba2e8-6d29-4d1e-8c0f-6e1b020860d9,Best,Anna,11562449260,61051
265,104680e6-78b4-414c-8402-191243d43b87,Estrada,Rebecca,12661193813,44285
266,5602ac6c-b457-4267-af2d-12e131e14f95,Nguyen,Shawn,19122999074,14066
267,76f9b9c5-dfdf-44bc-8b8d-46655197cb87,Lewis,Bruce,10093273849,35957
268,ed820c9a-947d-4c0a-b9d7-931dbf7e6363,Yang,Ashley,15809548394,78466
269,caeb4e50-b7a8-4420-8760-d7cf4b570420,Smith,Robert,15451492500,34235
270,94f578db-8aef-463c-81ad-ff057caf89e0,Hood,Carla,19740297810,34956
271,a77bb9ae-7872-4f37-bfaf-4a257aa72639,Barnett,Lauren,16692381006,80814
272,8d06dd34-a8bc-4e75-905b-38447644819e,Sullivan,Justin,13859306780,80603
273,b18ca521-5b7b-4f8e-920b-ada6404e2be6,Monroe,James,13031455422,44676
274,5f412899-76c5-465a-89ed-e1b81c2efdd6,Ray,Robert,16197263662,44608
275,bc99d594-0bb8-441d-a412-f522223815d9,Castro,Scott,18338673918,61072
276,bd1a9f56-31b7-47e8-91bc-f14430b9a604,Rodriguez,Nichole,19892864052,35754
277,59070c57-269e-4e3f-b42c-fcc046c6a6bf,Williams,Javier,10394351475,13322
278,17ad36d3-f045-42ab-a48d-d6a848d241a4,Guerra,Brian,13533336184,76093
279,f6234819-16a4-4be7-9dc8-e31c7a4effca,Ortega,Tara,10861438411,79351
280,f19432c4-4df4-4e45-97d6-8fd7772aecee,Porter,Robert,15221442743,62086
281,025d4384-9f20-43d5-8681-556f60219635,Bentley,Melinda,19317356451,79936
282,48cabfc7-384a-4e63-965c-31995d58be55,Conner,Donald,17675947240,13815
283,47dea8ae-0261-4a68-a357-76a7ed1e6d54,Jenkins,Lauren,11634169480,77853
284,96edd678-1a42-4d57-b41e-fabc2434d120,Knight,Richard,13211892457,61882
285,15be168c-0083-41ce-b4b3-f27bb89be366,Dixon,Ryan,19925205218,44315
286,fddc8fba-39a9-45e7-b6e0-6ae522a5688d,Edwards,Patricia,18178974591,44070
287,4a6e53fc-c312-4986-81b1-f2e2fc3a5097,Clark,Cynthia,19541720174,77861
288,7585dc5f-7b8d-4670-8363-3def52df2cdc,Mcneil,Matthew,13555630698,36870
289,18530746-778c-451a-bc0e-a1e7942d2ec2,Parker,Laura,18150621208,43157
290,c2a9d258-5877-405e-8781-35fc5a2abeab,Carter,James,13654017463,61760
291,7a359c55-7a89-45e1-b8c2-0bd5e3d7e997,Martin,Rita,12029015033,60470
292,f79bfce9-1290-4719-b9e9-508a3d47d1ed,Crawford,Larry,19803233121,35554
293,5e1d69cf-4548-4c11-a711-d751fad6a8e8,Williams,Anita,19677609858,36871
294,636b6842-be99-4184-aab5-bcf4b12ff941,Clark,Cheryl,14698079936,76708
295,77d1d3e9-23f2-4e1c-ab60-fb6427929461,Baker,Elaine,18477194516,62316
296,b0eb35f7-0be6-441b-bc00-8a668dc64666,Cline,Julia,15918390004,65080
297,47d56ab4-ce6a-42a5-a36a-27f80ce31957,Goodman,Daniel,14436977450,44907
298,c608e6f2-a055-4d24-8136-9d4c7f5c2ec6,Blake,Barbara,15126745493,76196
299,3a2aa1d7-afcd-4437-9fec-1d7cda3faf1b,Mckinney,Andrea,11128045550,75667
